gene_id,CASE_J03,CASE_J09,CASE_J12,CASE_J13,CA_J06,CA_J08,CA_J11,CA_J18,CON_J02,CON_J05,CON_J10,SE_J01,SE_J04,SE_J07
MSTRG.33199|LOC111103321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35890|LOC111109990,0,0,0,0,0,5,0,0,0,0,0,3,7,0
gene9248|LOC111126387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2821|LOC111110798,0,3,0,5,0,0,1,0,3,0,0,0,0,0
MSTRG.32236|LOC111103582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29046,10,11,27,25,4,12,17,15,26,11,12,15,10,32
gene830|LOC111104327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29043,546,733,571,664,407,301,396,580,603,601,730,595,538,669
MSTRG.15306|LOC111127231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8625|LOC111122917,0,3,0,0,0,6,0,0,0,4,7,0,0,0
gene6262|LOC111122032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5772|LOC111120756,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gene29444|LOC111107782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29048,303,333,210,358,291,182,153,212,256,253,199,227,167,320
gene2678|LOC111121713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16487|LOC111129217,1,1,6,6,1,2,1,5,2,1,1,16,2,1
MSTRG.28616|LOC111099043,10,16,7,12,10,4,5,13,13,10,5,9,20,11
MSTRG.37858|LOC111105850,8,0,23,17,17,21,2,23,25,5,13,27,8,39
MSTRG.13905|LOC111124902,0,1,0,5,0,2,1,1,1,2,0,3,0,1
MSTRG.5842|LOC111122015,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene35929|LOC111116141,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MSTRG.14652,14156,14594,12159,15745,11678,9801,11086,16471,12605,12847,12802,15768,13393,14796
MSTRG.8215|LOC111118612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22153|LOC111133924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27963|LOC111138221,0,8,0,6,1,1,0,9,3,13,9,11,11,5
MSTRG.31907|LOC111101138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30537|LOC111106897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11201|LOC111126037,0,0,0,0,0,0,0,0,0,5,0,0,7,0
gene14694|LOC111129442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9474,1716,2800,2270,3096,1436,1589,1825,2854,2218,2771,3369,2662,2681,2651
MSTRG.34854|LOC111105728,0,0,0,0,0,2,0,0,2,0,0,4,0,0
MSTRG.24593|LOC111136369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7370,252,467,222,352,194,208,229,293,463,278,506,309,338,463
MSTRG.9550|LOC111122057,0,3,0,6,0,0,0,6,0,0,0,6,4,0
MSTRG.20611|LOC111130044,2,0,0,0,0,0,3,11,0,5,5,0,0,6
gene24383|LOC111102264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7375,151,234,227,230,127,137,154,257,178,156,206,109,121,151
MSTRG.7377,19330,28511,21565,29881,17245,16725,22373,28517,33629,45840,60980,21695,40847,43132
MSTRG.25726|LOC111135078,2,1,0,0,1,0,0,2,0,0,0,0,0,0
MSTRG.14529|LOC111124703,0,1,2,0,0,2,0,0,1,2,1,2,0,2
gene33457|LOC111115913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene3209|LOC111112582,2,0,2,0,0,0,5,1,0,0,0,0,0,0
MSTRG.19224|LOC111131155,3,0,0,7,0,2,0,3,0,0,2,0,0,5
gene32727|LOC111106181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29666|LOC111100753,9,17,16,22,11,9,10,21,21,15,13,24,10,7
MSTRG.39255|LOC111111235,2,1,2,3,0,1,1,1,3,1,0,1,1,1
MSTRG.36873,696,1561,818,1007,813,528,844,987,1328,1044,1509,823,901,1214
gene30553|LOC111107489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7061|LOC111120181,1,1,1,3,0,3,0,5,1,1,1,2,4,0
gene37228|LOC111111688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8180|LOC111127300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13371|LOC111126963,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gene21302|LOC111137944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22105|LOC111134804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11787|LOC111126228,0,0,1,0,0,0,1,0,0,0,1,0,1,1
MSTRG.34805,57,71,77,87,66,36,67,75,80,72,49,43,35,116
gene30032|LOC111110498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6834|LOC111120330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7741|LOC111118819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7741|LOC111118818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6973,17547,30798,22717,34523,11765,18993,16179,29942,23502,24168,23832,31938,30476,18595
MSTRG.39736|LOC111110808,0,0,0,0,0,0,0,0,0,4,2,0,0,0
MSTRG.2410,120,100,82,91,114,112,79,99,127,71,66,69,25,229
MSTRG.21849,268,418,249,324,259,219,253,273,302,253,383,335,248,402
MSTRG.28131|LOC111136011,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.15845,236,593,393,416,122,197,184,441,291,363,375,492,468,228
MSTRG.12740|LOC111126877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2270|Trnat-cgu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24359,979,1445,1398,1924,891,1121,1143,1462,1638,1424,1609,1663,1412,1541
MSTRG.39003|LOC111111663,3,1,0,1,2,1,1,1,2,1,2,6,0,1
MSTRG.24352,14,19,16,24,12,17,4,16,26,17,23,13,21,18
MSTRG.24353,1170,1641,1378,1618,1158,1054,1117,1554,1657,1739,1903,1565,1433,1978
MSTRG.24350,75,30,27,59,62,29,22,30,56,43,44,36,4,51
MSTRG.24351,96,106,116,180,67,77,49,141,76,85,96,121,49,97
MSTRG.24356,410,530,294,431,359,352,303,307,503,408,370,300,253,573
MSTRG.24355,646,1059,668,856,526,505,508,813,948,1035,922,935,737,924
MSTRG.2015|LOC111124184,18,0,1,15,0,8,0,10,1,1,0,0,0,7
gene4548|LOC111118979,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26182|LOC111138308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15104|LOC111126635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10633|LOC111123979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15385|LOC111126219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24191|LOC111135557,0,0,0,0,0,2,0,0,0,3,0,1,1,1
gene29862|LOC111106409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6650|LOC111120026,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12707|LOC111127458,1,0,1,3,0,0,0,1,1,2,2,1,0,0
MSTRG.35548|LOC111106673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24239|LOC111135741,4,25,1,18,15,31,8,24,25,9,8,9,0,11
MSTRG.14788|LOC111123792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24778|LOC111100343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4772|LOC111122169,0,5,0,6,0,0,0,3,0,0,0,0,0,0
gene15785|LOC111128652,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MSTRG.30471|LOC111100252,0,5,9,5,5,8,0,10,0,3,0,3,6,0
MSTRG.17094|LOC111130938,0,0,0,0,0,0,3,0,0,0,2,0,0,0
MSTRG.5074|LOC111120781,0,1,0,0,0,2,0,0,0,3,0,0,3,3
gene32941|LOC111107865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6234|LOC111121145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9779|LOC111118539,2,0,0,3,2,2,2,0,6,0,2,2,0,6
gene35348|LOC111110996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19917|LOC111138096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13529|LOC111128708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3686|LOC111107969,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10645|LOC111122668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20249,493,633,533,626,435,419,399,487,674,509,456,549,365,673
gene12816|LOC111131479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31622|LOC111100964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12954|LOC111123616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15194|LOC111126981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28392|LOC111136800,2,1,0,0,0,1,7,0,0,3,4,0,14,2
MSTRG.28542|LOC111134249,0,0,0,11,0,0,0,5,0,0,0,0,0,0
MSTRG.43068,50,78,39,47,24,37,41,84,24,68,72,62,87,23
MSTRG.6976,1029,1179,952,1514,603,571,762,1492,1037,813,1102,1260,1329,782
gene31918|LOC111107011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17185|LOC111137698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19244|LOC111130016,8,14,9,12,6,5,0,9,22,12,4,9,0,32
gene17344|LOC111138160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2589|LOC111128172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2835|LOC111112371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.826|LOC111101449,1,1,0,0,0,0,1,1,0,1,0,0,1,0
MSTRG.12828|LOC111126567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene39179|LOC111117639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24718|Trnap-ugg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44000|LOC111117281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32078|LOC111104496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene36861|LOC111114199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene849|LOC111134254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31891|LOC111100318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35262|LOC111108241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42219|LOC111112035,0,0,0,2,1,3,2,0,2,2,1,2,0,5
MSTRG.36201|LOC111108015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2108|LOC111121112,0,0,0,0,0,0,0,3,0,0,4,0,0,0
MSTRG.42789|LOC111111404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15907,445,500,441,446,487,381,339,389,497,612,489,581,325,753
MSTRG.15906,211,226,240,300,172,170,217,231,338,198,250,212,218,386
MSTRG.35644|LOC111108846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15904,1430,2779,2196,2667,1498,1474,1591,2139,2199,2301,2635,1964,1665,2791
gene37380|LOC111115886,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MSTRG.15901,1031,1913,1146,1851,753,916,1177,1629,1158,1713,2408,1960,2028,1334
MSTRG.15900,691,1102,790,993,664,668,603,760,1151,828,832,710,626,1381
MSTRG.6062|LOC111121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31230,349,413,351,403,287,239,278,423,367,436,426,334,261,541
gene39241|LOC111117295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13914|LOC111123097,6,2,9,8,12,17,10,0,33,10,8,15,2,8
MSTRG.33674|LOC111103887,1,2,4,0,0,2,2,0,0,0,0,7,0,0
MSTRG.38800|LOC111111829,0,0,0,0,0,0,0,4,0,0,0,0,0,0
MSTRG.20308,4707,7010,6105,7935,4143,3837,4784,5429,7348,6296,8369,6243,7049,8963
MSTRG.31487|LOC111102151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20305,218,468,278,516,48,153,225,548,236,307,466,545,585,78
gene8274|LOC111124599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20306,1727,1991,1523,2017,1287,1058,1299,1826,1645,1983,1985,2030,1572,1780
MSTRG.4093|LOC111137026,0,0,14,9,10,0,0,0,0,0,0,8,0,18
gene6218|LOC111119426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20303,545,1143,615,1682,197,506,694,1445,773,788,1151,1395,1644,460
MSTRG.20302,416,515,446,566,462,327,429,489,510,542,355,526,314,818
MSTRG.23960,18,23,24,33,6,7,13,26,14,11,29,27,40,14
gene14012|LOC111128400,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MSTRG.23963,1868,2951,2348,2628,1769,1827,1673,2297,2479,2823,2722,2629,2246,3219
MSTRG.23965,714,862,818,1235,466,575,492,827,777,781,738,1082,987,709
gene10280|LOC111125221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23967,1090,1379,983,1167,379,425,739,1507,1121,842,1241,833,1380,666
MSTRG.23968,2233,3209,2582,3613,2427,2777,2276,2521,3901,3532,2838,3577,2424,4305
MSTRG.15554|LOC111123823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26278|LOC111133413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.570,352,474,452,552,350,380,301,447,474,435,455,452,267,472
gene13898|LOC111128865,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.40542|LOC111114519,0,0,1,0,2,3,2,3,3,2,1,8,0,0
MSTRG.38192|LOC111107336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35244|LOC111106294,11,13,12,3,8,10,7,11,6,10,14,9,9,14
gene7917|LOC111119271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.576,8834,13012,10937,14210,6723,7442,7870,11661,10767,11060,12013,12066,9744,11826
MSTRG.18696|LOC111128816,0,0,0,0,0,0,0,0,0,4,0,0,0,0
MSTRG.894|LOC111137512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene656|LOC111120324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26437|LOC111104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14952|LOC111124359,18,17,14,22,37,27,21,4,33,34,33,12,34,35
gene20609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30684|LOC111105817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21391|LOC111134839,0,0,0,0,1,1,0,0,1,1,0,1,0,3
MSTRG.24799|LOC111134045,0,3,0,6,0,2,4,5,0,0,0,8,0,9
MSTRG.35959,487,661,548,794,363,371,405,612,612,582,578,526,477,569
MSTRG.31105|LOC111102124,0,2,0,3,0,0,0,0,0,0,0,0,2,0
gene32541|LOC111109315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene34602|LOC111113747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7650|LOC111120613,0,0,0,0,0,0,0,0,0,0,0,0,0,9
gene17548|LOC111133703,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.1877,1220,2007,1306,1962,1308,1293,1640,2402,1957,2302,2406,1701,1710,2400
MSTRG.28208|LOC111135024,0,2,0,4,0,0,0,0,0,0,0,0,3,0
MSTRG.23408,175,194,160,223,91,108,162,142,299,190,151,180,108,277
MSTRG.27405|LOC111136828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15159,694,850,684,726,403,328,464,516,621,557,552,689,531,1098
MSTRG.35939|LOC111108257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30788|LOC111100592,8,4,2,7,2,1,2,3,3,4,6,0,5,0
MSTRG.19521,74,54,44,41,20,10,0,14,8,7,12,65,34,115
gene38417|LOC111116249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19867,253,661,331,453,378,287,542,540,290,436,459,168,213,178
MSTRG.34827|LOC111108143,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.44047|LOC111117837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43771|LOC111116366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19861,248,383,293,338,327,184,163,233,459,257,178,265,347,465
MSTRG.6121|LOC111118883,0,4,0,0,0,0,0,0,0,4,0,0,0,5
MSTRG.28562|LOC111134131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22054,32,72,44,45,36,30,32,43,38,36,75,36,22,44
MSTRG.19862,147,277,198,184,136,152,146,200,176,135,161,187,154,253
gene14554|LOC111131489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14821|LOC111129605,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MSTRG.36084|LOC111106503,3,0,2,0,0,2,0,2,0,0,3,2,0,0
MSTRG.12316,1283,1203,964,1197,1021,565,924,890,1278,1077,1129,1122,654,1345
MSTRG.7101|LOC111118088,12,1,6,5,7,15,1,7,15,6,3,6,2,38
gene28401|LOC111105179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12315,26,112,61,118,26,47,47,72,55,97,63,69,125,17
gene32691|LOC111109889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7779|LOC111119960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25642|LOC111138171,284,306,178,249,197,107,203,268,311,184,158,188,138,0
MSTRG.35955,1614,1629,1563,1687,1507,1279,933,1208,2099,1483,939,1686,930,2379
MSTRG.3909|LOC111131963,7,8,0,5,7,13,7,4,9,10,16,8,4,4
MSTRG.26462,259,244,225,251,210,191,125,209,371,176,116,234,89,414
MSTRG.7076|LOC111120642,26,35,25,17,11,9,22,32,21,32,25,20,12,21
MSTRG.26461,9,6,5,10,0,0,6,26,3,13,3,12,22,11
MSTRG.26466,451,723,704,896,505,470,586,902,688,905,1364,515,524,815
MSTRG.26464,1355,2095,1270,1917,902,726,1110,1752,1205,1892,2188,1528,1892,1115
MSTRG.38611|LOC111105718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19556|LOC111131867,0,0,0,0,6,0,0,0,0,0,3,0,0,4
MSTRG.36754|LOC111109055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26469,11,19,33,28,4,8,21,54,19,29,27,15,49,18
MSTRG.6924,2817,4037,2817,4570,1785,1884,2488,4995,2827,5157,7403,4383,5411,2592
MSTRG.5138|LOC111120565,0,0,0,0,0,3,0,0,0,0,0,0,0,2
MSTRG.12151,1114,1933,1727,2022,829,770,1032,1821,1199,1742,1944,2011,2057,1313
MSTRG.12150,1210,1952,1611,1988,842,1043,1035,1629,1584,1487,1545,1510,1462,1570
MSTRG.13131|LOC111125155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12154,7828,11799,9556,12281,6242,6464,6974,11029,9850,11289,13374,9447,9859,10709
MSTRG.43387|LOC111116658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12158,9,8,9,30,7,16,13,25,7,10,4,17,9,12
gene10459|LOC111127428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15235|Trnam-cau,0,4,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6215|LOC111121594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene281|LOC111121633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6921,1427,2709,1819,2255,1204,1171,1558,2160,1877,2555,2875,1898,1967,1916
MSTRG.6090|LOC111122213,3,2,0,9,1,0,1,6,3,10,6,8,10,0
MSTRG.17676,776,1066,857,1158,636,654,870,1170,1109,819,1272,923,872,864
MSTRG.17675,131,135,106,138,85,84,71,126,142,98,108,108,82,134
MSTRG.31445|LOC111099846,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gene12476|LOC111122955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17671,840,796,692,872,650,604,489,529,1057,603,586,861,451,1254
MSTRG.32248,74,22,25,37,15,23,19,24,53,36,30,42,22,31
gene19901|LOC111137238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38531,257,257,260,267,171,213,213,262,264,238,158,211,166,344
MSTRG.17679,60,113,76,108,25,44,84,132,72,82,106,82,94,26
gene12728|LOC111126430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3111,75,77,73,99,54,49,65,69,73,82,74,61,46,137
MSTRG.3112,224,269,202,285,182,220,146,254,240,210,154,291,220,233
MSTRG.32890|LOC111103384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3115,1,24,4,8,13,12,26,26,18,33,16,15,11,11
MSTRG.30063|LOC111100407,0,6,2,0,0,1,0,0,0,0,3,0,0,0
MSTRG.3117,12,17,14,10,18,0,7,7,0,6,13,25,22,10
MSTRG.3118,159,221,173,319,158,149,147,208,261,270,307,237,147,407
MSTRG.37833|LOC111109248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8842|LOC111119262,0,0,0,0,0,0,0,0,8,0,0,4,0,2
MSTRG.22907|LOC111133341,0,0,262,0,0,187,0,0,399,0,0,0,0,0
MSTRG.38444|LOC111107328,8,15,33,5,36,35,11,43,18,10,1,31,0,96
MSTRG.28059,221,267,259,346,177,187,223,285,274,214,219,221,125,351
gene25209|LOC111101289,0,0,2,0,3,0,5,0,0,0,0,0,0,0
MSTRG.28055,346,488,276,447,264,283,286,351,490,459,493,398,408,564
gene13672|LOC111129184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28057,1342,2445,1664,2041,1364,1419,1454,1866,2590,2228,1851,1923,2191,1933
gene7397|LOC111122407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28051,27,42,11,38,26,21,41,38,47,36,45,36,49,44
MSTRG.28053,208,276,256,253,244,246,190,208,245,201,182,222,156,444
gene2850|LOC111099798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene33700|LOC111113526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36839|LOC111108000,0,0,0,0,0,0,0,3,0,0,3,0,0,7
MSTRG.38182,7,7,2,2,15,21,15,5,8,8,11,6,0,5
MSTRG.35308|LOC111107832,0,0,0,0,0,0,0,0,0,0,0,0,1,9
gene4400|LOC111118950,0,0,0,5,0,0,0,0,0,0,0,0,0,4
MSTRG.28531|LOC111137201,204,37,247,387,914,1275,142,1003,128,1261,240,1190,567,314
MSTRG.30791|LOC111100621,5,0,7,6,0,5,0,0,4,0,0,9,0,8
MSTRG.1764|LOC111106570,3,0,0,13,0,3,0,19,0,0,0,13,0,0
MSTRG.11567|LOC111127263,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MSTRG.25503,35,30,22,34,39,35,26,36,45,56,46,52,19,58
gene36721|LOC111111662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10506,4,9,4,5,2,9,3,8,9,13,10,6,6,13
MSTRG.34809|LOC111108463,0,0,0,0,0,5,0,0,0,0,0,0,0,2
MSTRG.40771|LOC111112583,0,0,0,0,0,3,0,7,0,0,0,0,4,0
gene10289|LOC111126601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7400|LOC111120774,3,3,1,9,6,2,8,1,16,2,7,3,1,1
MSTRG.9354|LOC111120927,0,0,0,2,0,0,0,0,0,0,0,0,0,0
MSTRG.2129|LOC111127822,1,7,12,10,17,32,7,7,2,8,1,9,1,11
gene23633|LOC111099695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25506,6177,8715,7127,8466,5253,4647,5023,7439,7462,6754,7242,7274,6002,8182
MSTRG.6557|LOC111118406,7,0,0,0,0,0,3,0,13,5,0,3,0,0
gene27126|LOC111103404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31419,36,52,21,46,48,61,47,40,49,32,25,50,28,59
MSTRG.34860|LOC111107450,7,3,0,11,3,0,4,6,7,15,13,7,0,8
gene8171|LOC111123351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25508,43,20,17,12,9,7,10,10,19,20,15,12,12,26
gene31580|LOC111107510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5312|LOC111119218,2,0,2,1,2,4,0,2,2,0,0,0,2,0
MSTRG.2787|LOC111135756,0,0,0,0,0,6,0,0,0,0,0,6,0,7
MSTRG.7032,7,18,4,13,18,0,4,8,10,2,3,4,5,17
gene26500|LOC111103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33998|LOC111103221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11994|LOC111126495,3,3,2,14,2,7,0,13,7,6,7,3,0,13
MSTRG.42176,491,672,492,877,238,319,527,910,391,574,873,726,712,360
MSTRG.25805,27,57,13,28,12,11,20,23,14,16,59,27,13,32
MSTRG.42175,9,24,2,14,4,15,5,37,10,21,6,17,30,10
MSTRG.42172,0,1,0,0,0,0,0,1,6,0,1,0,2,2
MSTRG.42173,90,255,154,265,120,164,164,185,240,222,247,211,175,172
MSTRG.42170,23,40,12,26,26,18,33,58,23,61,62,33,37,36
MSTRG.42171,213,247,189,271,141,144,166,262,198,211,306,198,237,313
gene27004|LOC111104810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42179,754,1004,715,950,738,765,514,706,1129,1050,895,998,741,1098
MSTRG.21905|LOC111134621,11,7,21,17,18,34,7,19,26,18,9,46,7,29
MSTRG.38095|LOC111106770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34913|LOC111106051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29251|LOC111109882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24273|LOC111135047,27,1,9,67,12,63,1,1,79,4,1,1,1,145
gene30547|LOC111107494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7034,14,21,38,4,10,4,12,12,3,12,22,14,5,14
gene39293|LOC111116779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12847,184,341,226,390,140,194,248,521,263,401,474,520,440,225
MSTRG.12845,285,333,217,249,230,110,246,341,248,392,370,250,150,348
MSTRG.12843,921,1643,871,1765,411,610,1013,2073,888,1007,1668,1462,1851,615
MSTRG.20831,1901,2482,1875,2784,1241,1406,1479,2911,2001,1664,1923,2556,2165,1994
MSTRG.12782|LOC111124791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12840,1230,1866,1168,1673,1000,842,1111,1622,1605,1892,2490,1555,1977,1476
MSTRG.2507|LOC111128494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12849,3415,5935,3437,6342,1758,2906,3614,5682,4212,4036,5442,5289,4812,2857
MSTRG.12848,1017,929,1197,1293,881,687,643,780,1249,973,978,1266,524,1843
MSTRG.11639,344,586,484,675,260,260,295,566,344,381,386,573,472,419
MSTRG.4460,2313,2437,2282,3045,1763,1318,1855,2775,2071,2892,2808,2972,2563,2276
MSTRG.4463,4010,6254,4457,6856,2737,2889,4006,6900,4466,4847,6994,5041,6824,2272
